angle_deg,base_id,depth,id,length,opening,score_angle_diff,score_angle_ymax,score_angle_ymin,score_force_closure,score_inner_points_ratio,score_proj_area,score_proj_area_ratio,score_y0_diff,score_y_diff,score_zmax,score_zmin,width,final_score,
165,128,20,392,100,105,9.083487077545783,164.9999999999981,155.9165129224523,0.9129518130165442,0.022967772967772967,272.66240470686563,0.18177493647124376,0.21092235658014147,86.2219005027318,-0.375523567,-20,15,4.4,6.890388316
0,6,30,402,100,90,0.9054299077803876,179.0945700922196,180,0.9998751294139802,0.035954785954785955,433.938269890105,0.28929217992673667,0,80,-0.169628143,-30,15,5.3,7.073942909
15,18,30,414,100,105,0.2140626028493955,164.785937397148,164.99999999999739,0.9649521043803502,0.03571428571428571,431.4385300641492,0.2876256867094328,0.042986764544359346,86.49295930805062,-0.029953003,-30,15,5.2,7.063367292
30,30,30,426,100,120,2.0380614521303926,147.21530586448603,149.25336731661642,0.8407112757960511,0.03811928811928812,424.3589917464025,0.2829059944976017,0.1707274119059079,100.25813004547155,-0.814031601,-30,15,5,6.915658674
45,43,30,439,100,150,7.083715389337172,127.91628461065825,134.99999999999542,0.6145094426760317,0.049663299663299666,434.7588976516662,0.2898392651011108,0.6558332855117328,127.38556419304209,-0.246751785,-30,15,4.7,6.845834743
90,76,30,472,100,150,0.18892698726810409,177.7461181047735,177.5571911175054,0.9990912535909141,0.042328042328042326,280.87182193976685,0.1872478812931779,5.7220458984375e-06,129.9999942779541,-0.326221466,-19.99999809,15,5.3,6.970440632
135,109,30,505,100,150,18.981828521879294,135.00000000000148,116.01817147812218,0.4386561747909443,0.05146705146705147,428.4803706791037,0.2856535804527358,0.07041288534581014,127.47826702927878,-0.141386032,-30,15,4.5,6.745982447
150,118,30,514,100,120,3.627480375799564,138.18931124509288,141.81679162089245,0.7453516349820588,0.03908128908128908,420.9355589564454,0.2806237059709636,0.11186981201172586,100.64002638234493,-0.123565674,-30,15,4.9,6.91797818
165,128,30,524,100,105,9.083487077547716,165.00000000000003,155.9165129224523,0.9129518130165442,0.037999037999038,432.0295063376727,0.28801967089178176,0.3203624195738968,86.33134056572555,-0.123565674,-30,15,5.1,7.025870327
0,6,40,534,100,90,0.9054299077803876,179.0945700922196,180,0.9998751294139802,0.0392015392015392,586.2634867034052,0.3908423244689368,0,80,-0.181968689,-40,15,5.9,7.170445238
15,18,40,546,100,105,0.21406260285840517,164.785937397148,165.0000000000064,0.9649521043803502,0.039802789802789805,566.8265007058002,0.37788433380386677,0.0781411488519197,86.52811369235818,-0.181968689,-40,15,5.8,7.137684002
30,30,40,558,100,120,2.0380614521303926,147.21530586448603,149.25336731661642,0.8407112757960511,0.04280904280904281,580.6203944362015,0.38708026295746767,0.1707274119059079,100.25813004547155,-0.083091736,-40,15,5.6,7.082256137
45,43,40,571,100,150,7.083715389337172,127.91628461065825,134.99999999999542,0.6145094426760317,0.056517556517556515,585.5563588625763,0.3903709059083842,0.6558332855117328,127.38556419304209,-0.256494522,-40,15,5.3,6.94499771
90,76,40,604,100,150,2.253881895226499,177.7461181047735,180,0.9992263640298111,0.04882154882154882,439.4596004623816,0.2929730669749211,5.7220458984375e-06,129.9999942779541,-0.138515472,-29.99999809,15,5.9,7.091796762
135,109,40,637,100,150,1.4779288903810084e-12,135.00000000000148,135,0.7071067741154797,0.05976430976430976,580.3580000822265,0.386905333388151,0.18183701451625467,127.73051692914083,-0.241928101,-40,15,5.5,7.0024735
150,118,40,646,100,120,8.183208379109914,150.00000000000236,141.81679162089245,0.7860380879381305,0.04413179413179413,576.0655489818222,0.3840436993212148,0.24575996398926492,100.77391653432247,-0.208362579,-40,15,5.6,7.036213121
165,128,40,656,100,105,9.083487077547716,165.00000000000003,155.9165129224523,0.9129518130165442,0.04112554112554113,572.5966633952405,0.3817311089301603,0.3203624195738968,86.33134056572555,-0.181968689,-40,15,5.7,7.110851902
0,6,50,666,100,90,0.9054299077803876,179.0945700922196,180,0.9998751294139802,0.04256854256854257,719.857655015546,0.47990510334369735,0,80,-0.951641083,-50,15,6.7,7.187877908
15,18,50,678,100,105,0.21406260285206713,164.785937397148,165.00000000000006,0.9649521043803502,0.04280904280904281,694.7196985928493,0.4631464657285662,0.0843632161974952,86.53433575970374,-1.072227478,-50,15,6.6,7.14048347
30,30,50,690,100,120,2.784694135517327,147.21530586448603,150.00000000000335,0.8407112757960511,0.04641654641654642,724.9186742868369,0.4832791161912246,0.2935161590576101,100.38091879262325,-0.39213562,-50,15,6.3,7.14764714
45,42,50,702,100,135,0,135,135,0.7071067741154797,0.06373256373256374,737.6456031214109,0.49176373541427393,0.08535107715724877,127.99955004125474,-0.146072388,-50,15,6,7.112383053
90,76,50,736,100,150,0,180,180,0.9999999900000002,0.05531505531505532,579.7081521671097,0.3864721014447398,5.7220458984375e-06,129.9999942779541,-0.019668579,-39.99999809,15,6.7,7.196014332
135,109,50,769,100,150,0,135,135,0.7071067741154797,0.0670995670995671,729.3229604828895,0.486215306988593,0.04029643327387333,127.87205751038323,-0.024269104,-50,15,6.1,7.121233398
150,118,50,778,100,120,8.183208379109914,150.00000000000236,141.81679162089245,0.7860380879381305,0.0474987974987975,718.5533863951521,0.4790355909301014,0.24575996398926492,100.77391653432247,-0.491268158,-50,15,6.2,7.102586581
165,128,50,788,100,105,9.083487077547716,165.00000000000003,155.9165129224523,0.9129518130165442,0.04341029341029341,708.9970517783752,0.47266470118558346,0.3203624195738968,86.33134056572555,-0.732486725,-50,15,6.4,7.148562039
0,6,60,798,100,90,0.9054299077803876,179.0945700922196,180,0.9998751294139802,0.0456950456950457,865.196499432437,0.5767976662882913,0,80,-0.155029297,-60,15,7.4,7.352089067
15,18,60,810,100,105,0.21406260285206713,164.785937397148,165.00000000000006,0.9649521043803502,0.046897546897546896,853.5346362530031,0.5690230908353354,0.0843632161974952,86.53433575970374,-0.155029297,-60,15,7.3,7.324717518
30,30,60,822,100,120,2.784694135517327,147.21530586448603,150.00000000000335,0.8407112757960511,0.050384800384800386,860.4147803341048,0.5736098535560699,0.2935161590576101,100.38091879262325,-0.155029297,-60,15,7,7.256628086
45,43,60,835,100,150,0,135,135,0.7071067741154797,0.07022607022607022,887.1379766058313,0.5914253177372208,0.08535107715724877,127.99955004125474,-0.194591522,-60,15,6.8,7.206939232
90,76,60,868,100,150,0,180,180,0.9999999900000002,0.061808561808561806,731.5312857666903,0.4876875238444602,5.7220458984375e-06,129.9999942779541,-0.416049957,-49.99999809,15,7.5,7.260988136
135,109,60,901,100,150,0,135,135,0.7071067741154797,0.07467532467532467,878.3668117672111,0.585577874511474,0.04029643327387333,127.87205751038323,-0.005256653,-60,15,6.7,7.222548156
150,118,60,910,100,120,8.183208379109914,150.00000000000236,141.81679162089245,0.7860380879381305,0.051587301587301584,873.3677985269178,0.5822451990179452,0.24575996398926492,100.77391653432247,-0.005256653,-60,15,6.9,7.245875252
165,128,60,920,100,105,9.083487077547801,165.0000000000001,155.9165129224523,0.9129518130165442,0.04641654641654642,856.948463398485,0.57129897559899,0.39487518100992247,86.40585332716158,-0.529354095,-60,15,7.1,7.26134416
0,6,70,930,100,90,0.9054299077803876,179.0945700922196,180,0.9998751294139802,0.050144300144300144,1013.0529775919116,0.675368651727941,0,80,-0.378326416,-70,15,8.3,7.428125657
15,18,70,942,100,105,0.2140626028572683,164.785937397148,165.00000000000526,0.9649521043803502,0.05110630110630111,1021.5850532355089,0.681056702157006,0.16310564067833155,86.61307818418459,-0.146697998,-70,15,8.2,7.433726605
30,30,70,954,100,120,2.7846941355170145,147.21530586448603,150.00000000000304,0.8407112757960511,0.05495430495430496,1023.8719711217705,0.6825813140811803,0.43045997619628196,100.51786260976192,-0.256355286,-70,15,8,7.353342002
45,43,70,967,100,150,0,135,135,0.7071067741154797,0.07732082732082732,1035.3186468768893,0.6902124312512595,0.08535107715724877,127.99955004125474,-0.288528442,-70,15,7.6,7.297192731
90,76,70,1000,100,150,0,180,180,0.9999999900000002,0.06926406926406926,880.6645862506339,0.5871097241670893,5.7220458984375e-06,129.9999942779541,-0.038856506,-59.99999809,15,8.3,7.39419559
135,109,70,1033,100,150,8.242295734817162e-13,134.99999999999918,135,0.7071067741154694,0.08189033189033189,1025.9930902488265,0.6839953934992177,0.01958580909040819,127.8927681345667,-0.0660731,-70,15,7.7,7.315524412
150,118,70,1042,100,120,8.183208379109914,150.00000000000236,141.81679162089245,0.7860380879381305,0.05591630591630592,1013.6457559985023,0.6757638373323349,0.24575996398926492,100.77391653432247,-0.500587463,-70,15,7.9,7.292829113
165,128,70,1052,100,105,9.083487077547659,164.99999999999997,155.9165129224523,0.9129518130165442,0.050144300144300144,1003.9353487520583,0.6692902325013722,0.3981767667293141,86.40915491288098,-0.378326416,-70,15,8.1,7.369555211
0,6,80,1062,100,90,0.9054299077803876,179.0945700922196,180,0.9998751294139802,0.06277056277056277,1170.2908778824917,0.7801939185883278,0,80,-0.526748657,-80,15,9.1,7.524320389
15,18,80,1074,100,105,0.2140626028572683,164.785937397148,165.00000000000526,0.9649521043803502,0.06457431457431458,1166.2013203592287,0.7774675469061525,0.16310564067833155,86.61307818418459,-0.077125549,-80,15,8.9,7.542319
30,30,80,1086,100,120,2.7846941355170145,147.21530586448603,150.00000000000304,0.8407112757960511,0.07094757094757095,1180.6063114456417,0.7870708742970944,0.43045997619628196,100.51786260976192,-0.143947601,-80,15,8.8,7.475642342
45,43,80,1099,100,150,0,135,135,0.7071067741154797,0.09908609908609908,1185.460273250389,0.7903068488335927,0.08535107715724877,127.99955004125474,-0.358329773,-80,15,8.4,7.404551021
90,76,80,1132,100,150,0,180,180,0.9999999900000002,0.0873015873015873,1034.7758434465795,0.6898505622977197,5.7220458984375e-06,129.9999942779541,-0.16960144,-69.99999809,15,9.2,7.495092135
135,109,80,1165,100,150,8.242295734817162e-13,134.99999999999918,135,0.7071067741154694,0.10293410293410293,1161.6155662553886,0.7744103775035923,0.01958580909040819,127.8927681345667,-0.480697632,-80,15,8.4,7.382435515
150,118,80,1174,100,120,8.18320837910997,150.00000000000242,141.81679162089245,0.7860380879381305,0.07094757094757095,1167.7668547296944,0.7785112364864629,0.24886131286621804,100.77701788319942,-0.416069031,-80,15,8.6,7.410118806
165,128,80,1184,100,105,9.083487077547659,164.99999999999997,155.9165129224523,0.9129518130165442,0.06445406445406446,1170.826978619287,0.7805513190795247,0.3981767667293141,86.40915491288098,-0.216842651,-80,15,8.8,7.500962688
0,6,90,1194,100,90,0.9054299077803876,179.0945700922196,180,0.9998751294139802,0.07756132756132757,1341.5747490771855,0.894383166051457,0,80,0,-90,15,10,7.69148651
15,18,90,1206,100,105,11.736010650453352,153.2639893495519,165.00000000000526,0.8930888039918772,0.08092833092833093,1332.9651660541458,0.8886434440360972,0.1073291807365635,86.66885464412636,0,-90,15,9.7,7.624293033
30,30,90,1218,100,120,2.7846941355170145,147.21530586448603,150.00000000000304,0.8407112757960511,0.08802308802308802,1335.9587651227178,0.8906391767484785,0.43045997619628196,100.51786260976192,0,-90,15,9.6,7.60091137
45,43,90,1231,100,150,0,135,135,0.7071067741154797,0.11724386724386725,1345.891510943977,0.8972610072959847,0.08535107715724877,127.99955004125474,0,-90,15,9.3,7.553109052
90,76,90,1264,100,150,0,180,180,0.9999999900000002,0.11147186147186147,1194.7167016309684,0.7964778010873123,5.7220458984375e-06,129.9999942779541,0,-79.99999809,15,10,7.632140079
135,109,90,1297,100,150,8.242295734817162e-13,134.99999999999918,135,0.7071067741154694,0.12313612313612314,1331.563038142651,0.8877086920951007,0.01958580909040819,127.8927681345667,0,-90,15,9.4,7.549730266
150,118,90,1306,100,120,8.18320837910997,150.00000000000242,141.81679162089245,0.7860380879381305,0.08778258778258778,1333.7334979133464,0.8891556652755642,0.24886131286621804,100.77701788319942,0,-90,15,9.5,7.566025198
165,128,90,1316,100,105,9.083487077547659,164.99999999999997,155.9165129224523,0.9129518130165442,0.07864357864357864,1332.8345259651878,0.8885563506434585,0.3981767667293141,86.40915491288098,0,-90,15,9.8,7.634163561
90,76,100,1396,100,150,0,180,180,0.9999999900000002,0.11147186147186147,1194.7167016309684,0.7964778010873123,5.7220458984375e-06,129.9999942779541,-10,-89.99999809,15,9,6.740140079
30,28,10,160,100,90,9.999583434918861,131.7474309244155,141.74701435933437,0.6658482063348977,0.003848003848003848,40.76418269046405,0.027176121793642698,58.1596036388661,17.92640432319481,-0.25916376,-4.345575379,15,0.5,6.588493302
15,17,20,281,100,90,3.086321327649415,158.2539537222732,161.3402750499226,0.9288351118628184,0.007575757575757576,162.96632305257558,0.10864421536838371,49.56927646306581,20.922590207639665,-0.202667345,-13.2899151,15,3,6.832965923
30,29,20,293,100,105,9.631630657161395,145.21434518762914,135.58271453046774,0.7142615596961988,0.008297258297258298,187.28373877123445,0.12485582584748964,57.250519088545644,28.553845868433406,-0.3767184,-14.34557538,15,2,6.702601368
45,41,20,305,100,120,5.461215922545364,131.61051824685853,126.14930232431317,0.5898913987453838,0.00962000962000962,213.89520078191399,0.142596800521276,68.48091790032998,38.449679527217526,-0.3767184,-17.99783882,15,1,6.644656007
150,118,20,382,100,120,58.10765124567121,84.10929653374168,142.2169477794129,-0.102631139,0.006132756132756133,95.8264125940812,0.0638842750627208,9.577453405354817,83.04679507027396,-0.43027959,-8.844851855,15,1,6.14177801
165,127,20,391,100,90,6.429118896125914,132.26723596947758,138.6963548656035,0.6725894459691574,0.00481000481000481,75.38491274939481,0.050256608499596546,48.15862063220452,18.479516651771164,-2.521196556,-10.19896395,15,3,6.413216543
15,19,30,415,100,120,18.897339884532954,158.25395372227428,139.35661383774132,0.7587782954519577,0.015392015392015393,312.5360036483285,0.20835733576555235,9.986682118155734,83.75962454250106,-0.038068585,-23.2899151,15,3,6.844304987
30,30,30,426,100,120,33.377638248874476,145.21434518762874,111.83670693875426,0.3719625964658709,0.014911014911014911,338.4708716522595,0.22564724776817302,1.0866513790140928,90.10029453616991,-0.152760488,-24.34557538,15,2.5,6.614269806
45,42,30,438,100,135,44.04661107754613,134.233054430696,90.18644335314987,0.0032540446056140353,0.015752765752765754,365.98722534287276,0.24399148356191516,13.041908888665247,102.5143166112921,-0.194546488,-27.99783882,15,2,6.403979799
135,109,30,505,100,150,9.84068033736989,145.76017402481315,135.91949368744326,0.718363018746572,0.020081770081770083,222.53646269246858,0.14835764179497904,17.702844998202238,124.392695476217,-0.028281448,-17.31168101,15,3.5,6.769096054
150,119,30,515,100,135,0.4742714008538371,149.30937776241944,149.78364916327328,0.8599358134845019,0.015271765271765271,238.45241419180851,0.15896827612787234,16.56757161906736,99.14819530027378,-0.083550405,-18.84485185,15,4,6.855718919
165,129,30,525,100,120,5.467114929293302,167.45854661559184,161.99143168629854,0.95101028411598,0.01430976430976431,268.8909695771544,0.1792606463847696,13.37386756255836,86.55101759552065,-0.025720311,-20.19896395,15,5,6.934310023
0,7,40,535,100,105,28.421818696348907,166.6752954336048,138.25347673725588,0.7460977722678107,0.021885521885521887,444.2275628618403,0.2961517085745602,11.048865450152931,84.48998986972227,-0.010297686,-32.05336723,15,5.5,6.926896857
15,19,40,547,100,120,18.954276911189595,158.2539537222732,139.2996768110836,0.7581306503058424,0.02392977392977393,463.2096726675295,0.30880644844501964,11.161926403738306,91.31848413690608,-0.010297686,-33.2899151,15,5,6.947919192
30,31,40,559,100,135,0.9962625780146652,145.2143451876269,144.21808260961222,0.8112483837522685,0.02284752284752285,480.56253794100974,0.32037502529400647,12.341709834603833,105.72181747127503,-0.072984713,-34.34557538,15,4.5,6.984419729
150,119,40,647,100,135,0.4742714008488349,149.30937776241944,149.78364916326828,0.8599358134845019,0.022967772967772967,393.31315842375517,0.26220877228250344,13.487291282392981,102.22847563694819,-0.138342859,-28.84485185,15,4.5,6.954173984
165,129,40,657,100,120,5.467114929293302,167.45854661559184,161.99143168629854,0.95101028411598,0.021043771043771045,407.0267892156645,0.271351192810443,11.305581645852058,88.61930351222695,-0.138342859,-30.19896395,15,5,7.016323186
15,19,50,679,100,120,18.954276911190362,158.25395372227396,139.2996768110836,0.7581306503058424,0.03222703222703223,612.5470660412253,0.4083647106941502,8.525198026457659,93.95521251418673,-0.068222361,-43.2899151,15,6,7.043228858
30,31,50,691,100,135,0.9962625780177063,145.21434518762993,144.21808260961222,0.8112483837522685,0.029942279942279944,634.1656037982792,0.42277706919885283,9.653573662468638,108.40995364341023,-0.133997904,-44.34557538,15,5.5,7.080976247
135,109,50,769,100,150,9.840680337374323,145.76017402481315,135.91949368743883,0.7183630187465182,0.03968253968253968,516.109300671923,0.3440728671146154,12.42565466428644,129.6698858101328,-0.06694061,-37.31168101,15,5,6.966247915
150,119,50,779,100,135,0.4742714008538371,149.30937776241944,149.78364916327328,0.8599358134845019,0.03186628186628187,544.179705267951,0.362786470178634,11.116840878004346,104.5989260413368,-0.252990532,-38.84485185,15,5,7.045936148
165,129,50,789,100,120,5.467114929293302,167.45854661559184,161.99143168629854,0.95101028411598,0.0284992784992785,556.9717612888091,0.37131450752587275,9.220388914441202,90.70449624363778,-0.036189964,-40.19896395,15,5.5,7.125500909
15,19,60,811,100,120,17.12076303005844,156.42043984114204,139.2996768110836,0.7581306503058424,0.04076479076479077,756.3360468660188,0.5042240312440125,6.25454033757552,96.22587020306887,-0.392057217,-53.2899151,15,5.5,7.111600038
30,31,60,823,100,135,28.65542370772593,115.5626589018863,144.21808260961222,0.4314979058643247,0.03992303992303992,783.5408437975245,0.5223605625316831,6.087067319825245,124.15059462570412,-0.086593677,-54.34557538,15,5,6.956126725
150,119,60,911,100,135,0.47427140085909514,149.30937776241944,149.78364916327854,0.8599358134845019,0.03835978835978836,687.0242755797426,0.4580161837198284,8.067674626952133,107.64809229238901,-0.308424714,-48.84485185,15,6.6,7.135748549
165,129,60,921,100,120,5.467114929293302,167.45854661559184,161.99143168629854,0.95101028411598,0.03475228475228475,693.4957047057868,0.4623304698038579,6.949613213695528,92.97527194438345,-0.113929759,-50.19896395,15,6.9,7.209174648
15,20,70,944,100,135,15.888199298268034,155.18787610935163,139.2996768110836,0.7581306503058424,0.05110630110630111,906.8258242851276,0.6045505495234185,7.648563442046253,110.12897398269064,-0.004861125,-63.2899151,15,6.6,7.249243705
30,32,70,956,100,150,0.07308063722786073,144.14500197238436,144.21808260961222,0.8105019383920122,0.05242905242905243,936.3704506153082,0.6242469670768721,8.215799637490221,126.27932694336909,-0.04174968,-64.34557538,15,6.8,7.297411313
135,109,70,1033,100,150,8.521453894065502,145.76017402481315,137.23872013074765,0.7341888517792301,0.06096681096681097,816.0788044203309,0.5440525362802207,6.727941078849824,135.36759939556936,-0.025361599,-57.31168101,15,6.6,7.18573735
150,119,70,1043,100,135,0.670989329478914,149.30937776241944,148.63838843294053,0.8538996759518053,0.046897546897546896,846.2415007567374,0.5641610005044916,5.1915411290514655,110.52422579028968,-0.031830739,-58.84485185,15,7,7.263581638
165,129,70,1053,100,120,39.465278501159275,167.45854661559184,127.99326811443257,0.6155688787255811,0.04389129389129389,851.8899653579243,0.5679266435719496,5.086647985014366,105.01153314309335,-0.008739936,-60.19896395,15,6.4,7.121261494
0,8,80,1064,100,120,40.303706250818294,178.55718298807417,138.25347673725588,0.7460977722678107,0.0588023088023088,1045.2713433943657,0.6968475622629104,8.724470526963344,104.26332584683855,-0.082432108,-72.05336723,15,6.7,7.328151941
15,20,80,1076,100,135,20.529030315135287,159.8287071262189,139.2996768110836,0.7581306503058424,0.06397306397306397,1060.7780359594258,0.7071853573062838,9.98727363846782,112.46768417911224,-0.076701104,-73.2899151,15,6.8,7.350454976
30,32,80,1088,100,150,0.32262860166102314,144.54071121127325,144.21808260961222,0.8112483837522685,0.06457431457431458,1088.8298040310135,0.7258865360206757,10.672891498238258,128.73641880411714,-0.095065407,-74.34557538,15,7,7.399127073
150,120,80,1176,100,150,31.44546451988066,149.30937776241944,117.86391324253879,0.4673730922892049,0.06349206349206349,999.5011409904904,0.6663340939936603,7.62448248990885,123.34024940924999,-0.066143257,-68.84485185,15,6,7.135921601
165,130,80,1186,100,135,12.438173721053744,167.45854661559184,155.0203728945381,0.9064579927782566,0.05723905723905724,1010.8627696485214,0.6739085130990142,8.355420092221863,108.28030525030084,-0.082432108,-70.19896395,15,7,7.402938849
0,9,90,1197,100,135,26.682460199702064,164.93593693695794,138.25347673725588,0.7460977722678107,0.06926406926406926,1194.2043643429313,0.7961362428952875,9.934664837423796,105.473520157299,-0.017881952,-82.05336723,15,7,7.436161735
15,20,90,1208,100,135,20.529030315135287,159.8287071262189,139.2996768110836,0.7581306503058424,0.07575757575757576,1211.9413383668111,0.8079608922445407,9.98727363846784,112.46768417911223,-0.037826334,-83.2899151,15,7.2,7.458797443
30,32,90,1220,100,150,0.32262860166102314,144.54071121127325,144.21808260961222,0.8112483837522685,0.07647907647907648,1228.666335804105,0.81911089053607,10.672891498238286,128.73641880411714,-0.520815551,-84.34557538,15,7.3,7.459105917
150,120,90,1308,100,150,2.916774913459136,149.30937776241944,146.3926028489603,0.8328497800229834,0.07058682058682059,1137.0608435656634,0.7580405623771089,11.715244637209715,127.43101155655086,-0.001548306,-78.84485185,15,7.5,7.456188305
165,130,90,1318,100,135,5.855160986957031,167.45854661559184,161.6033856286348,0.948894652316371,0.06577681577681578,1151.7508197033483,0.7678338798022322,10.567343182920126,110.49222834099913,-0.044615366,-80.19896395,15,8,7.527599648
0,9,100,1329,100,135,26.682460199702064,164.93593693695794,138.25347673725588,0.7460977722678107,0.07852332852332852,1334.5018181099238,0.8896678787399491,9.934664837423796,105.473520157299,-0.194583755,-92.05336723,15,7.5,7.516165112
15,20,100,1340,100,135,20.529030315135287,159.8287071262189,139.2996768110836,0.7581306503058424,0.08453583453583453,1347.4817767221086,0.8983211844814057,9.98727363846782,112.46768417911224,-0.083735046,-93.2899151,15,8,7.547064096
30,32,100,1352,100,150,0.32262860166102314,144.54071121127325,144.21808260961222,0.8112483837522685,0.08561808561808562,1379.4800658842314,0.9196533772561543,10.672891498238279,128.73641880411716,-0.006188967,-94.34557538,15,9,7.607191712
150,120,100,1440,100,150,18.701316756225708,149.30937776241944,130.60806100619374,0.650881027030728,0.0860990860990861,1288.3393362633446,0.8588928908422298,12.456817263963565,128.17258418330474,-0.042979907,-88.84485185,15,7,7.450164498
165,130,100,1450,100,135,5.855160986957031,167.45854661559184,161.6033856286348,0.948894652316371,0.07804232804232804,1309.3395554705744,0.8728930369803829,10.567343182920126,110.49222834099913,-0.119162158,-90.19896395,15,8.5,7.630264134
